id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
62763,0,10/23/12,Dwspd,0,DWE,0,-2.00E-08,Nyamulesa,0,Lake Victoria,Nyamulesa,Shinyanga,17,1,Bariadi,Nyakabindi,0,,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
42408,500,8/2/11,Romam Catholc/vil,1668,Romam,31.50903497,-8.44907449,Kwa Henry Mwanisawa,0,Lake Tanganyika,Kasanvu,Rukwa,15,2,Sumbawanga Rural,Sopa,150,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
13151,0,7/2/13,Private Individual,1311,Individuals,35.02009506,-11.01824068,Kwa Mzee Inocent,0,Ruvuma / Southern Coast,Mikolola,Ruvuma,10,3,Mbinga,Mbangamao,96,,GeoData Consultants Ltd,VWC,Government,FALSE,2012,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring
28311,200,3/11/11,Unice,1803,Commu,34.38677038,-9.59297568,none,0,Lake Nyasa,Kasanga,Iringa,11,3,Makete,Lupila,0,TRUE,GeoData Consultants Ltd,VWC,Ukange,FALSE,2010,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
57775,0,1/16/13,Amref,1214,Amref,34.29469896,-2.03495354,Kewasubugu,0,Lake Victoria,Kewasubugu,Mara,20,2,Serengeti,Issenye,1,FALSE,GeoData Consultants Ltd,,,,2012,afridev,afridev,handpump,unknown,unknown,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
37603,0,1/22/13,,1463,,34.52327165,-4.74420385,Kituo Cha Afya,0,Internal,M/Magharibi,Singida,13,2,Singida Rural,Sepuko,1,TRUE,GeoData Consultants Ltd,VWC,,,1960,mono,mono,motorpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
56357,0,2/5/13,Dasip,1073,DWE,31.0511087,-5.13285611,Kwa Matatizo,0,Lake Tanganyika,Itebula Kati,Kigoma,16,3,Kigoma Rural,Nguruka,750,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2012,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
37845,0,3/6/11,Amref,65,AMREF,39.03231325,-7.36969931,Kwa Mlawa,0,Wami / Ruvu,Msufini,Pwani,60,43,Mkuranga,Mkamba,600,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2005,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
57177,0,3/24/13,0,59,0,39.15896432,-6.84120628,Zahanati Kinyerezi,0,Wami / Ruvu,Mtaa Wa Kinyerezi,Dar es Salaam,7,2,Ilala,Kinyerezi,400,,GeoData Consultants Ltd,Parastatal,,FALSE,2000,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,salty abandoned,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
12821,0,3/15/11,Water,0,Water,36.47661296,-6.75076655,Ugogoni,0,Wami / Ruvu,Majengo,Dodoma,1,1,Mpwapwa,Luhundwa,0,TRUE,GeoData Consultants Ltd,VWC,Kide,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
8193,50,1/19/13,Jica,36,DWE,39.43667996,-9.37662288,Shuleni,0,Ruvuma / Southern Coast,Mandawa,Lindi,80,13,Kilwa,Mandawa,1000,TRUE,GeoData Consultants Ltd,VWC,Madawa water supply,TRUE,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
49031,0,10/4/12,Government Of Tanzania,0,Government,34.12383029,-3.2024091,Sondeka,0,Internal,Mwabusalu,Shinyanga,17,6,Meatu,Mwabusalu,0,TRUE,GeoData Consultants Ltd,WUG,Shinyanga shallow well project,TRUE,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
14011,0,7/12/11,Hesawa,0,HESAWA,30.63373494,-2.56320545,Rusema Dp No 2,0,Lake Victoria,Rusema,Kagera,18,30,Ngara,Kibimba,0,TRUE,GeoData Consultants Ltd,VWC,Kumubila and mukalinzi  spring source,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
33708,1000,2/28/11,Plan Int,279,DDCA,36.23377967,-8.21175263,Church,0,Rufiji,Igima,Morogoro,5,3,Kilombero,Mbingu,600,TRUE,GeoData Consultants Ltd,,,TRUE,2006,afridev,afridev,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
68898,0,2/6/13,Fini Water,-43,Fini Water,40.20201195,-10.28176496,Kwa Mzee Makanjila,0,Ruvuma / Southern Coast,Mdaba,Mtwara,9,5,Mtwara Urban,Likombe,140,TRUE,GeoData Consultants Ltd,,,FALSE,1976,other,other,other,vwc,user-group,never pay,never pay,unknown,unknown,dry,dry,shallow well,shallow well,groundwater,other,other
37198,0,3/20/13,Tcrs,1615,TCRS,37.96436919,-4.42688332,Kwa Senkondo,0,Pangani,Ngujini,Kilimanjaro,3,3,Same,Kirangare,140,TRUE,GeoData Consultants Ltd,Water authority,Kilotweni water supply,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
11151,0,12/14/12,Tabora Municipal Council,0,Tabora Municipal Council,32.77964232,-4.71690258,Kwa Michael Subi,0,Lake Tanganyika,Kapunze,Tabora,14,6,Uyui,Ikongolo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
22264,40,3/25/11,District Council,295,Handeni Trunk Main(,38.51563204,-5.27378175,Kwa Mzee Zuber,16,Pangani,Mkunguni,Tanga,4,6,Handeni,Segera,500,TRUE,GeoData Consultants Ltd,VWC,Handeni Trunk Main(H,TRUE,1978,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
49694,50,1/19/13,Jika,893,JIKA,35.0525941,-5.79591041,Kiosk Namba Mbili,0,Internal,Nkambara,Singida,13,3,Manyoni,Chikuyu,600,TRUE,GeoData Consultants Ltd,VWC,Mradi wa mkombozi,TRUE,2003,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
47318,1000,2/26/13,Unicef,583,UNICEF,37.31338283,-11.11558636,Kwa Yassin Matola,0,Ruvuma / Southern Coast,Mwasomwa,Ruvuma,10,1,Tunduru,Milingoti Magharibi,1,FALSE,GeoData Consultants Ltd,VWC,,FALSE,1999,other - swn 81,other handpump,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
46108,0,2/16/13,Lifetime,15,Artisan,39.17836138,-8.38908069,Kwaabdala Said,0,Rufiji,Kinjumbi B,Lindi,80,13,Kilwa,Kinjumbi,398,TRUE,GeoData Consultants Ltd,,,TRUE,2001,afridev,afridev,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
28297,0,8/23/11,Undp/ilo,1767,DWE,31.73086306,-8.47514209,Kwa Adolf Katema,0,Lake Rukwa,Kilambo,Rukwa,15,2,Sumbawanga Rural,Mwazye,50,TRUE,GeoData Consultants Ltd,VWC,Kalesha water supply,TRUE,1990,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
36340,0,7/19/11,Prf,0,PRF,31.57563992,-2.91621924,Kamea,0,Lake Tanganyika,Nzegere,Kagera,18,8,Chato,Buziku,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
26987,0,1/31/13,,1529,,34.70331747,-4.93516804,Mabandani,0,Internal,Misimii,Singida,13,2,Singida Rural,Puma,1,TRUE,GeoData Consultants Ltd,VWC,,,1980,afridev,afridev,handpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump
5766,25,3/16/13,Government Of Tanzania,626,Government,37.56428815,-4.17832161,Moipo Secondary,0,Pangani,Muungano,Kilimanjaro,3,3,Same,Ruvu,248,TRUE,GeoData Consultants Ltd,Water authority,,,2006,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
25979,50,1/17/13,Ministry Of Water,1153,DWE,33.53197455,-2.16001766,Kwa Magesa Magani,0,Lake Victoria,Kabibi,Mara,20,4,Bunda,Neruma,250,TRUE,GeoData Consultants Ltd,VWC,Kasahunga piped scheme,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe
73021,0,3/6/11,Government Of Tanzania,403,DWE,38.39976208,-4.5384143,Kwa Mzee Swahibu,0,Pangani,Kwemkame,Tanga,4,1,Lushoto,Lunguza,1,TRUE,GeoData Consultants Ltd,VWC,Mlinga streem,TRUE,1972,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
11908,0,4/17/11,,0,,33.64159115,-8.76098064,Kwa Mzee Mbeleka,0,Rufiji,Mbuyuni,Mbeya,12,7,Mbarali,Ruiwa,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
47496,1200,3/3/11,Danida,1674,DWE,35.11781745,-8.24900247,none,0,Rufiji,L,Iringa,11,2,Mufindi,Igombavanu,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,hand dtw,borehole,groundwater,hand pump,hand pump
61777,20,6/4/13,Government Of Tanzania,1047,DWE,36.65501874,-3.58554909,Machinjioni,0,Pangani,Bondeni,Arusha,2,2,Arusha Rural,Kiranyi,150,TRUE,GeoData Consultants Ltd,VWC,Olumulo pipe line,TRUE,2000,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe
47591,500,2/1/13,Norad,1813,Norad,31.54316722,-7.90179793,Kwa Nzee Cheka,0,Lake Tanganyika,Kitesi,Rukwa,15,4,Sumbawanga Urban,Ntendo,560,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1991,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,salty,salty,seasonal,seasonal,machine dbh,borehole,groundwater,hand pump,hand pump
8968,0,3/21/13,Magadini-makiwaru Water,1260,Magadini-Makiwaru wa,37.02226813,-3.23380781,Kwa Pisca Emmanuel,0,Pangani,Makiwaru,Kilimanjaro,3,7,Siha,Siha Kati,1,TRUE,GeoData Consultants Ltd,Water Board,BL Zahanati,TRUE,2001,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
45656,0,3/15/13,0,63,0,39.07548471,-6.99394878,Sekondari Ya Kimwani,0,Wami / Ruvu,Mtaa Wa Kimwani,Dar es Salaam,7,2,Ilala,Chanika,500,,GeoData Consultants Ltd,Parastatal,,FALSE,2010,submersible,submersible,submersible,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
39630,500,3/23/11,Rc Church,2051,ACRA,34.60692779,-9.32997986,Kwa Mama Witnes,0,Rufiji,Ipangala,Iringa,11,4,Njombe,Imalinyi,42,TRUE,GeoData Consultants Ltd,WUA,Tove Mtwango gravity Scheme,TRUE,2008,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
2786,0,3/6/11,Wwf,207,WW,38.6341452,-6.17047728,Kimbazi,0,Wami / Ruvu,Mtuba,Pwani,6,1,Bagamoyo,Mkange,800,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2006,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
958,0,7/28/11,Oxfam,0,OXFAM,30.55758517,-2.50634494,Kefa,0,Lake Victoria,Nyabugugo,Kagera,18,30,Ngara,Kirushya,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other
55843,0,3/14/11,Water,0,Commu,36.37500852,-5.60986843,Kwa Asha,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Zoissa,0,TRUE,GeoData Consultants Ltd,VWC,Chit,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
52074,0,2/15/13,World Vision,0,World Vision,33.3502473,-4.17028356,Mkuyuni Bondeni,0,Internal,Lindyati,Tabora,14,1,Nzega,Wela,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
23422,0,2/20/11,Adb,1707,DWE,35.34545423,-8.20758126,none,0,Rufiji,M,Iringa,11,2,Mufindi,Rungemba,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2000,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
55802,100,3/9/11,Magoma Adp,330,VWC,38.57185116,-4.89606795,Kwakatibu Joyce,0,Pangani,Mbuyu,Tanga,4,2,Korogwe,Magoma,35,TRUE,GeoData Consultants Ltd,VWC,Magoma water supply,FALSE,2008,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe
61634,0,2/26/11,Private Individual,4,Da,38.84563347,-6.5478954,Mfolea,0,Wami / Ruvu,Chombe,Pwani,6,1,Bagamoyo,Yombo,35,FALSE,GeoData Consultants Ltd,Company,Bagamoyo Wate,TRUE,2001,mono,mono,motorpump,private operator,commercial,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
1625,1500,3/3/11,Fathe,1988,Fathe,34.81197573,-9.54612205,none,0,Lake Nyasa,Ndipa,Iringa,11,4,Njombe,Uwemba,15,TRUE,GeoData Consultants Ltd,VWC,Mwande,FALSE,2006,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
37398,0,3/19/11,Dhv,306,DWE,36.35893948,-8.79374728,Kwa Waraka,0,Rufiji,Kalangakero A,Morogoro,5,4,Ulanga,Usangule,1,TRUE,GeoData Consultants Ltd,,,TRUE,1993,swn 80,swn 80,handpump,unknown,unknown,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
51011,0,2/28/13,,1648,,34.95816042,-4.45543202,Diagwa Semina,0,Internal,Diagwa,Singida,13,2,Singida Rural,Makuro,90,TRUE,GeoData Consultants Ltd,VWC,,,2000,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
49595,1000,3/22/11,Go,0,DW,37.19764194,-6.02807978,Mtibwa,0,Wami / Ruvu,Mkwajuni,Tanga,5,1,Kilindi,Kikunde,500,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1995,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
22486,0,3/30/11,Local,0,Local,36.18843838,-6.85468562,Msele,0,Rufiji,Iramba,Dodoma,1,1,Mpwapwa,Rudi,0,TRUE,GeoData Consultants Ltd,VWC,Mtam,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe multiple,communal standpipe
22916,0,7/30/11,Lwi,0,LWI,0,-2.00E-08,Mlimani,0,Lake Victoria,Ng'Ongwa,Shinyanga,17,1,Bariadi,Chinamili,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,india mark ii,india mark ii,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
45204,0,7/3/13,Jaica,1243,Government,34.81430226,-10.55386919,Shuleni,0,Lake Nyasa,Mbugani,Ruvuma,10,3,Mbinga,Ndogosi,120,,GeoData Consultants Ltd,VWC,Government,TRUE,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
74223,150,8/11/11,Uwamalu,534,Uwamalu,37.62751051,-6.74513379,Kwa Bago,0,Wami / Ruvu,Majengo Mapya,Morogoro,5,5,Morogoro Urban,Kihonda,4000,TRUE,GeoData Consultants Ltd,VWC,Uwamalu,TRUE,2008,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
35533,0,3/29/11,,0,,33.0054662,-9.35193758,Kwa Balikuhu,0,Lake Nyasa,Mapogoro,Mbeya,12,5,Ileje,Mbebe,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,unknown,unknown,milky,milky,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
30595,100,3/4/13,Wateraid,1575,Government,36.49607078,-5.2201348,Barabarani,0,Internal,Barabarani,Manyara,21,5,Kiteto,Njoro,2300,TRUE,GeoData Consultants Ltd,VWC,Water AID,TRUE,2003,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
47319,0,8/5/11,Hifab,0,Hesawa,33.45467868,-2.82452789,Bubinza,0,Lake Victoria,Bubinza,Mwanza,19,4,Kwimba,Nyambiti,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
32555,0,11/1/12,Rwssp,0,WEDECO,34.38305051,-3.17144589,Wazazi,0,Internal,Ujamaa,Shinyanga,17,6,Meatu,Sakasaka,0,TRUE,GeoData Consultants Ltd,WUG,None,TRUE,0,nira/tanira,nira/tanira,handpump,wug,user-group,never pay,never pay,salty abandoned,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
9520,0,3/30/13,Government Of Tanzania,1528,DWE,36.64018655,-3.3135485,Ngaramtoni,0,Pangani,Ngaramtoni,Arusha,2,2,Arusha Rural,Kimnyaki,150,TRUE,GeoData Consultants Ltd,VWC,TPRI pipe line,TRUE,2002,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
53253,20,2/14/13,Idara Ya Maji,1271,Idara ya maji,34.84733057,-5.73225871,Wajasilia Mali,0,Internal,Mtaa Wajasilia Mali,Singida,13,3,Manyoni,Manyoni,500,TRUE,GeoData Consultants Ltd,VWC,Mradi wa Maji mwanzi,TRUE,2012,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
36436,0,11/10/12,Halmashauri Ya Wilaya,1177,Halmashauri ya wilaya,34.01731369,-1.39854744,Kwa Ramla,0,Lake Victoria,Heko,Mara,20,6,Rorya,Rabuor,2000,,GeoData Consultants Ltd,,,FALSE,1970,other,other,other,vwc,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
15036,200,2/11/13,Norad,957,DWE,29.65430983,-4.76525779,Kwa Zakaria Kavakure,0,Lake Tanganyika,Msela,Kigoma,16,3,Kigoma Rural,Kagongo,200,TRUE,GeoData Consultants Ltd,VWC,Mgaraganza  water project,TRUE,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
23175,30,2/24/11,Private,-48,Priva,38.97694444,-7.95181045,Mwangaya,5,Rufiji,Malepea,Pwani,60,53,Rufiji,Ikwiriri,3226,FALSE,GeoData Consultants Ltd,VWC,,FALSE,2007,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
41998,6000,2/23/11,Twe,2060,TWE,34.69282603,-9.63644,none,0,Lake Nyasa,Ikondo,Iringa,11,4,Njombe,Matola,30,TRUE,GeoData Consultants Ltd,VWC,Mangil,TRUE,2007,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
19345,0,3/16/11,Government Of Tanzania,257,DWE,36.68374922,-8.12865453,Kwanjechele,0,Rufiji,Viwandani,Morogoro,5,3,Kilombero,Ifakara,500,TRUE,GeoData Consultants Ltd,,,TRUE,1976,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
1198,300,3/10/13,Government Of Tanzania,1425,Central govt,37.65517792,-3.58999542,Kwenye Breakpressure,0,Pangani,Vongo,Kilimanjaro,3,2,Mwanga,Mwaniko,100,TRUE,GeoData Consultants Ltd,Water Board,Vulue water supply,FALSE,1972,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,other,other
39848,0,4/1/11,,0,,33.2666608,-9.48457814,Shuleni,0,Lake Nyasa,Sekondari,Mbeya,12,5,Ileje,Bupigu,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
39278,1000,2/3/13,Sema,1378,SEMA,34.64892281,-4.55067747,Shule,0,Internal,Shule,Singida,13,1,Iramba,Iguguno,235,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2010,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
39844,0,8/15/11,Jica,0,JICA,0,-2.00E-08,Shaban,0,Lake Tanganyika,Mwanza,Mwanza,19,6,Geita,Kamena,0,TRUE,GeoData Consultants Ltd,VWC,Borehole,TRUE,0,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
17332,0,3/13/11,World Bank,0,Contr,36.4669261,-6.15250066,Mautya,0,Wami / Ruvu,,Dodoma,1,3,Kongwa,Ugogoni,0,TRUE,GeoData Consultants Ltd,VWC,Maut,FALSE,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
51287,0,7/22/11,National Rural,0,DWE,31.68816826,-2.80819989,Zahanati,0,Lake Victoria,Mwabakali,Kagera,18,4,Biharamulo,Nyamigogo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe
49514,0,12/7/11,Danida,0,Central government,33.90202306,-9.65079966,Kwa Kajula Mwakyembe,0,Lake Nyasa,Nsasa,Mbeya,12,3,Kyela,Ngonga,0,TRUE,GeoData Consultants Ltd,VWC,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
64288,100,2/18/11,Private Individual,74,AQUAL,39.12773383,-7.5411817,Aruna,0,Rufiji,Kijiweni,Pwani,60,53,Rufiji,Bungu,454,FALSE,GeoData Consultants Ltd,Private operator,,TRUE,2009,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
41782,0,3/25/11,Kirde,0,DWE,35.86770106,-4.69023744,Msikitini,0,Internal,Msikitini,Dodoma,1,1,Kondoa,Mnenia,0,TRUE,GeoData Consultants Ltd,VWC,Mnen,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
54572,0,2/14/13,Snv,997,DWE,35.89648654,-10.07223955,Zahanati,0,Lake Nyasa,Misheni,Ruvuma,10,5,Namtumbo,Kitanda,120,TRUE,GeoData Consultants Ltd,Parastatal,,FALSE,1995,swn 80,swn 80,handpump,parastatal,parastatal,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
68079,250,1/31/13,Government Of Tanzania,1301,DWE,30.04277849,-4.71467345,Nyumbwe Shuleni,0,Lake Tanganyika,Kwitangi,Kigoma,16,2,Kasulu,Muzye,740,TRUE,GeoData Consultants Ltd,Water authority,Kisuma,TRUE,2004,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
68017,0,5/4/13,Government Of Tanzania,1417,RWE,37.29752944,-3.22325542,Kwa Laurent Sarukoki,0,Pangani,Omarini,Kilimanjaro,3,4,Moshi Rural,Okoani Kibosho,1,FALSE,GeoData Consultants Ltd,VWC,Otaruni water supply,TRUE,1976,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other
66705,0,4/3/11,Water,0,MWE &,35.67519264,-6.20566729,Zahanati,0,Internal,Ukombozi,Dodoma,1,5,Dodoma Urban,Mkonze,0,TRUE,GeoData Consultants Ltd,VWC,Mich,FALSE,0,mono,mono,motorpump,private operator,commercial,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
5274,0,7/15/11,Danida,0,Central government,33.77487391,-9.57280373,Last Church,0,Lake Nyasa,Lubele,Mbeya,12,3,Kyela,Ikolo,0,TRUE,GeoData Consultants Ltd,Water authority,Ngana water supplied scheme,TRUE,0,gravity,gravity,gravity,water authority,commercial,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
